Program,Lokalizacja stacji,F [MHz],Dł.geogr.,Sz.geogr.,Układ wsp.,ERP[kW],H ant.,Dl.dd,Sz.dd,geometry
KRDP - Katolickie Radio Diecezji Płockiej,"Pułtusk, ul. New Britain 1",99.3,"21E04'55""","52N42'20""",WGS84,0.30199517204020165,33.0,21.081944,52.705556,POINT (21.081944 52.705556)
Radio JARD,"Ełk, ul. Ciepła 10",90.1,"22E22'35""","53N49'01""",WGS84,1.0,110.0,22.376389,53.816944,POINT (22.376389 53.816944)
KRDP - Katolickie Radio Diecezji Płockiej,Rypin  ul. Ks. Antoniego Podlesia 6,91.6,"19E25'19""","53N04'16""",WGS84,0.09999999999999998,25.0,19.421944,53.071111,POINT (19.421944 53.071111)
Radio ORTHODOXIA,"Gródek, ul. Metropoilty Bazylego Doroszkiewicza 1",97.2,"23E39'53""","53N05'41""",WGS84,0.3981071705534972,20.0,23.664722,53.094722,POINT (23.664722 53.094722)
Radio ORTHODOXIA,"Sokółka, Pl. Kościuszki",91.3,"23E29'46""","53N24'17""",WGS84,0.19952623149688797,22.0,23.496111,53.404722,POINT (23.496111 53.404722)
Radio ORTHODOXIA,"Bielsk Podlaski, ul. Reymonta 6",98.7,"23E10'39""","52N45'18""",WGS84,0.5011872336272722,33.0,23.1775,52.755,POINT (23.1775 52.755)
Radio ORTHODOXIA,"Siemiatycze, ul. Sikorskiego 3",92.5,"22E52'41""","52N25'43""",WGS84,0.5011872336272722,30.0,22.878056,52.428611,POINT (22.878056 52.428611)
Katolickie Radio Kołaczyckie,"Kołaczyce, ul. Kościelna 5",93.3,"21E26'03""","49N48'22""",WGS84,0.5011872336272722,45.0,21.434167,49.806111,POINT (21.434167 49.806111)
Norda FM Lębork,Czarnówko,98.0,"17E42'10""","54N34'16""",WGS84,0.09999999999999998,64.0,17.702778,54.571111,POINT (17.702778 54.571111)
Norda FM Słupsk,"Słupsk, ul. Św. Klary z Asyżu 15",87.6,"17E00'51""","54N28'48""",WGS84,0.19952623149688797,61.0,17.014167,54.48,POINT (17.014167 54.48)
Włocławek po polsku,"Włocławek, ul. Płocka 30/32",101.4,"19E05'55""","52N39'07""",WGS84,0.09999999999999998,160.0,19.098611,52.651944,POINT (19.098611 52.651944)
Radio Rekord Sandomierz,"Sandomierz, ul. Polskiej Organizacji Wojskowej 8",99.7,"21E43'26""","50N41'15""",WGS84,0.09999999999999998,61.0,21.723889,50.6875,POINT (21.723889 50.6875)
SuperNova Stalowa Wola,"Stalowa Wola, ul. Okulickiego 1B",105.0,"22E03'29""","50N34'04""",WGS84,0.3981071705534972,60.0,22.058056,50.567778,POINT (22.058056 50.567778)
Radio Kaszebe,"Wejherowo, ul. Spacerowa 12",102.6,"18E13'31""","54N36'20""",WGS84,0.09999999999999998,25.0,18.225278,54.605556,POINT (18.225278 54.605556)
Radio Warta FM,"Zaniemyśl, ul. Sosnowa 3",95.2,"17E10'14""","52N09'21""",WGS84,0.3981071705534972,56.0,17.170556,52.155833,POINT (17.170556 52.155833)
Radio Wnet,"Łódź, ul. Sienkiewicza 3",106.1,"19E27'35""","51N46'13""",WGS84,0.09999999999999998,79.0,19.459722,51.770278,POINT (19.459722 51.770278)
Radio Wnet,"Lublin, ul. Raabego 2",101.1,"22E32'41""","51N14'38""",WGS84,0.16218100973589303,95.0,22.544722,51.243889,POINT (22.544722 51.243889)
Radio Wnet,"Bydgoszcz, ul. Chodkiewicza 61",104.4,"18E01'44""","53N07'57""",WGS84,0.1513561248436208,80.0,18.028889,53.1325,POINT (18.028889 53.1325)
"Radio Żuławy 106,4 FM","Elbląg, ul. Fromborska 2 A",106.4,"19E26'00""","54N11'04""",WGS84,0.251188643150958,20.0,19.433333,54.184444,POINT (19.433333 54.184444)
Radio 7,"Ciechanów, ul. Tysiąclecia 18",100.5,"20E36'13""","52N51'22""",WGS84,0.09999999999999998,117.0,20.603611,52.856111,POINT (20.603611 52.856111)
Radio Maryja,Tarnowskie Góry,100.0,"18E49'56""","50N27'39""",WGS84,0.09999999999999998,122.0,18.832222,50.460833,POINT (18.832222 50.460833)
--,"Łebcz, ul. Bursztynowa 30",100.3,"18E20'01""","54N46'43""",WGS84,0.006025595860743577,10.0,18.333611,54.778611,POINT (18.333611 54.778611)
,"Warszawa, ul. Posag 7 Panien 4",100.6,"20E53'04""","52N12'25""",WGS84,0.0009999999999999994,10.0,20.884444,52.206944,POINT (20.884444 52.206944)
,"Warszawa, Aleja Wilanowska 372",100.6,"21E00'23""","52N10'43""",WGS84,0.0009999999999999994,3.0,21.006389,52.178611,POINT (21.006389 52.178611)
Radio Regionalne,Braniewo Działka nr 16/21,106.9,"19E50'22""","54N23'46""",WGS84,0.19952623149688797,52.0,19.839444,54.396111,POINT (19.839444 54.396111)
,"Pyrzyce, Plac Wolności 3",91.1,"14E53'35""","53N08'47""",WGS84,0.0009999999999999994,21.0,14.893056,53.146389,POINT (14.893056 53.146389)
ESKA Wrocław,"Wrocław, ul. Grunwaldzka 69",97.4,"17E04'03""","51N06'53""",WGS84,0.09999999999999998,80.0,17.0675,51.114722,POINT (17.0675 51.114722)
Radio Leliwa,"Dębica, ul. Metalowców dz. nr 639",89.2,"21E26'46""","50N04'29""",WGS84,0.19952623149688797,44.0,21.446111,50.074722,POINT (21.446111 50.074722)
Radio Kaszebe,"Chojnice, ul. Igielska 9",100.7,"17E33'59""","53N42'28""",WGS84,1.0,50.0,17.566389,53.707778,POINT (17.566389 53.707778)
z Wami FM Suwałki,"Suwałki Osinki, działka nr 5",89.4,"22E59'15""","54N08'03""",WGS84,0.19952623149688797,43.0,22.9875,54.134167,POINT (22.9875 54.134167)
"Radio Na Stoku 94,8 FM","Białystok, ul. Andersa 15",94.8,"23E10'10""","53N08'52""",WGS84,0.19952623149688797,116.0,23.169444,53.147778,POINT (23.169444 53.147778)
,"Białystok, ul. Słoneczna 1",94.8,"23E08'56""","53N06'21""",WGS84,0.0009999999999999994,10.0,23.148889,53.105833,POINT (23.148889 53.105833)
Twoje Radio,Goleniów Żdżary 16D,101.0,"14E48'23""","53N34'46""",WGS84,0.19952623149688797,45.0,14.806389,53.579444,POINT (14.806389 53.579444)
Meloradio,"Tarnobrzeg, ul. 1 Maja 4a",99.1,"21E39'51""","50N34'16""",WGS84,0.34673685045253144,48.0,21.664167,50.571111,POINT (21.664167 50.571111)
Radio 7,"Sierpc, ul. Przemysłowa 2a",107.9,"19E40'12""","52N50'26""",WGS84,0.19952623149688797,80.0,19.67,52.840556,POINT (19.67 52.840556)
,"Łódź, ul. Bandurskiego 7",94.9,"19E25'30""","51N45'25""",WGS84,0.0009999999999999994,10.0,19.425,51.756944,POINT (19.425 51.756944)
,"Zawiercie, ul. Powstańców Śląskich 12",92.4,"19E25'35""","50N29'04""",WGS84,0.0009999999999999994,45.0,19.426389,50.484444,POINT (19.426389 50.484444)
,Brodnica ul. Generała Stanisława Maczka,99.8,"19E23'21""","53N15'33""",WGS84,0.0009999999999999994,3.0,19.389167,53.259167,POINT (19.389167 53.259167)
PR I,Bieszczady g. Jawor,90.7,"22E29'40""","49N23'02""",1942,30.19951720402015,70.0,22.494444,49.383889,POINT (22.494597888888887 49.383917127583125)
PR III,Bieszczady g. Jawor,96.3,"22E29'40""","49N23'02""",1942,30.19951720402015,70.0,22.494444,49.383889,POINT (22.494597888888887 49.383917127583125)
Radio Regionalne,Bogatynia g. Wysoka,89.0,"14E59'30""","50N52'40""",1942,1.0,56.0,14.991667,50.877778,POINT (14.991820888888887 50.87780529435535)
Program 2,"86-020 Dobrcz, Trzeciewiec",97.6,"18E10'32""","53N16'01""",1942,120.22644346174125,263.0,18.175556,53.266944,POINT (18.175709888888886 53.26696991701242)
Radio Regionalne,"86-020 Dobrcz, Trzeciewiec",100.1,"18E10'32""","53N16'01""",1942,120.22644346174125,263.0,18.175556,53.266944,POINT (18.175709888888886 53.26696991701242)
Program 3,"86-020 Dobrcz, Trzeciewiec",102.1,"18E10'32""","53N16'01""",1942,120.22644346174125,263.0,18.175556,53.266944,POINT (18.175709888888886 53.26696991701242)
Program 1,"86-020 Dobrcz, Trzeciewiec",106.6,"18E10'32""","53N16'01""",1942,60.255958607435765,263.0,18.175556,53.266944,POINT (18.175709888888886 53.26696991701242)
Program 2,Wręczyca,90.6,"18E51'57""","50N50'56""",1942,60.255958607435765,250.0,18.865833,50.848889,POINT (18.865986888888884 50.84891631067589)
Program 3,Wręczyca,91.7,"18E51'57""","50N50'56""",1942,60.255958607435765,250.0,18.865833,50.848889,POINT (18.865986888888884 50.84891631067589)
Radio Regionalne,Wręczyca,98.4,"18E51'57""","50N50'56""",1942,60.255958607435765,250.0,18.865833,50.848889,POINT (18.865986888888884 50.84891631067589)
Radio Regionalne,"80-209 Chwaszczyno, ul. Rewerenda 6",103.7,"18E26'00""","54N27'12""",1942,120.22644346174125,228.0,18.433333,54.453333,POINT (18.43348688888889 54.45335821329386)
Radio Regionalne,"ul. Jeziorna 2, 11-513 Miłki",99.6,"21E50'53""","53N56'18""",1942,10.000000000000002,238.0,21.848056,53.938333,POINT (21.84820988888889 53.938358520347585)
Radio Regionalne,Miłki,99.6,"21E50'53""","53N56'18""",1942,10.000000000000002,238.0,21.848056,53.938333,POINT (21.84820988888889 53.938358520347585)
"Meloradio 107,0","Giżycko, ul. 3 Maja 2",107.0,"21E46'04""","54N02'14""",1942,1.9952623149688797,39.0,21.767778,54.037222,POINT (21.767931888888892 54.03724746157441)
Radio Regionalne,"78-314 Sławoborze, Trzciana dz. nr 5/1",98.7,"15E41'10""","53N53'10""",1942,10.000000000000002,145.0,15.686111,53.886111,POINT (15.686264888888887 53.88613655134899)
Radio Regionalne,Makarki 17-315 Makarki,104.1,"22E46'16""","52N33'00""",1942,10.000000000000002,97.0,22.771111,52.55,POINT (22.77126488888889 52.55002633599042)
PR IV,33-370 Muszyna,98.4,"20E53'50""","49N25'02""",1942,1.0,35.0,20.897222,49.417222,POINT (20.897375888888885 49.41725010923224)
Radio Regionalne,Śnieżne Kotły,96.7,"15E33'32""","50N46'46""",1942,10.000000000000002,18.0,15.558889,50.779444,POINT (15.55904288888889 50.77947134987495)
Radio Regionalne,Śnieżne Kotły,96.7,"15E33'32""","50N46'46""",1942,10.000000000000002,18.0,15.558889,50.779444,POINT (15.55904288888889 50.77947134987495)
PR II,"Kłodzko, ul. Zajęcza 3",92.4,"16E37'57""","50N26'36""",1942,1.9952623149688797,54.0,16.6325,50.443333,POINT (16.63265388888889 50.44336053893266)
Radio Regionalne,63-510 Kaliszkowice Kaliskie,91.1,"17E59'47""","51N31'59""",1942,10.000000000000002,211.0,17.996389,51.533056,POINT (17.996542888888882 51.53308292199521)
PR II,63-510 Kaliszkowice Kaliskie,95.6,"17E59'47""","51N31'59""",1942,10.000000000000002,211.0,17.996389,51.533056,POINT (17.996542888888882 51.53308292199521)
Program 2,Kaliszkowice Kaliskie,95.6,"17E59'46""","51N31'57""",1942,10.000000000000002,211.0,17.996111,51.5325,POINT (17.99626488888889 51.532526922312925)
PR III,63-510 Kaliszkowice Kaliskie,102.5,"17E59'47""","51N31'59""",1942,10.000000000000002,211.0,17.996389,51.533056,POINT (17.996542888888882 51.53308292199521)
PR I,"41-409 Mysłowice, ul. Orła Białego 34",97.9,"19E07'06""","50N11'20""",1942,60.255958607435765,282.0,19.118333,50.188889,POINT (19.11848688888889 50.18891668131856)
PR III,"41-409 Mysłowice, ul. Orła Białego 34",99.7,"19E07'06""","50N11'20""",1942,60.255958607435765,282.0,19.118333,50.188889,POINT (19.11848688888889 50.18891668131856)
Radio Regionalne,"41-403 Mysłowice, ul. Orła Białego 34",102.2,"19E07'06""","50N11'20""",1942,60.255958607435765,282.0,19.118333,50.188889,POINT (19.11848688888889 50.18891668131856)
PR II,"41-409 Mysłowice, ul. Orła Białego 34",105.6,"19E07'06""","50N11'20""",1942,60.255958607435765,282.0,19.118333,50.188889,POINT (19.11848688888889 50.18891668131856)
Radio Regionalne,Św. Krzyż,101.4,"21E03'02""","50N51'39""",1942,120.22644346174125,105.0,21.050556,50.860833,POINT (21.05070988888889 50.860860303929236)
Program 1,Wręczyca,87.5,"18E51'57""","50N50'56""",1942,10.000000000000002,250.0,18.865833,50.848889,POINT (18.865986888888884 50.84891631067589)
Program 3, Kłodzko Czarna Góra,89.2,"16E48'17""","50N15'21""",1942,10.000000000000002,37.0,16.804722,50.255833,POINT (16.80487588888889 50.25586064391859)
Program Regionalny,Kłodzko Czarna Góra,96.0,"16E48'17""","50N15'21""",1942,10.000000000000002,37.0,16.804722,50.255833,POINT (16.80487588888889 50.25586064391859)
Program 1,Czarna Góra,97.6,"16E48'17""","50N15'21""",1942,10.000000000000002,37.0,16.804722,50.255833,POINT (16.80487588888889 50.25586064391859)
Program 1,Konin Żółwieniec,87.7,"18E19'47""","52N23'56""",1942,30.19951720402015,265.0,18.329722,52.398889,POINT (18.32987588888889 52.39891542368573)
Program 3,Konin Żółwieniec,103.3,"18E19'47""","52N23'56""",1942,30.19951720402015,265.0,18.329722,52.398889,POINT (18.32987588888889 52.39891542368573)
Program 2,Koszalin Gołogóra,93.8,"16E44'27""","54N00'15""",1942,60.255958607435765,192.0,16.740833,54.004167,POINT (16.740986888888884 54.00419248123004)
Program 3,Koszalin Gołogóra,97.4,"16E44'27""","54N00'15""",1942,60.255958607435765,192.0,16.740833,54.004167,POINT (16.740986888888884 54.00419248123004)
Program Regionalny,Koszalin Gołogóra,103.1,"16E44'27""","54N00'15""",1942,60.255958607435765,192.0,16.740833,54.004167,POINT (16.740986888888884 54.00419248123004)
Program 1,Kraków Chorągwica,89.4,"20E05'04""","49N57'25""",1942,60.255958607435765,199.0,20.084444,49.956944,POINT (20.084597888888894 49.95697181055916)
Program 3,Kraków Chorągwica,99.4,"20E05'04""","49N57'25""",1942,60.255958607435765,199.0,20.084444,49.956944,POINT (20.084597888888894 49.95697181055916)
Program 1,Leżajsk Giedlarowa,96.8,"22E24'25""","50N14'55""",1942,10.000000000000002,89.0,22.406944,50.248611,POINT (22.40709788888889 50.24863864795545)
Program 3,Leżajsk Giedlarowa,98.9,"22E24'25""","50N14'55""",1942,10.000000000000002,89.0,22.406944,50.248611,POINT (22.40709788888889 50.24863864795545)
Radio Regionalne,37-300 Giedlarowa,102.9,"22E24'25""","50N14'55""",1942,30.19951720402015,109.0,22.406944,50.248611,POINT (22.40709788888889 50.24863864795545)
Radio Regionalne,"59-818 Siekierczyn, Nowa Karczma 8",103.6,"15E10'35""","51N09'00""",1942,60.255958607435765,90.0,15.176389,51.15,POINT (15.176542888888886 51.15002714016901)
Radio Łódź,"Łódź, ul. Andrzejewskiej 5",99.2,"19E32'23""","51N44'45""",1942,30.19951720402015,222.0,19.539722,51.745833,POINT (19.539875888888893 51.74585980019751)
PR II,09-200 Rachocin,98.1,"19E39'06""","52N53'30""",1942,2.5118864315095806,204.0,19.651667,52.891667,POINT (19.65182088888889 52.89169313691936)
Program 2,Rachocin,98.1,"19E39'06""","52N53'30""",1942,2.5118864315095806,204.0,19.651667,52.891667,POINT (19.65182088888889 52.89169313691936)
Radio Regionalne,Olsztyn Pieczewo,103.2,"20E31'14""","53N45'13""",1942,120.22644346174125,278.0,20.520556,53.753611,POINT (20.520709888888888 53.75363662989555)
PR I,"Giżycko / Miłki; 11-513 Miłki, ul. Jeziorna 2",97.1,"21E50'53""","53N56'18""",1942,6.025595860743574,238.0,21.848056,53.938333,POINT (21.84820988888889 53.938358520347585)
Program 2,Przasnysz,107.1,"20E51'50""","53N00'24""",1942,7.943282347242818,80.0,20.863889,53.006667,POINT (20.864042888888886 53.00669306966997)
Radio Regionalne,Rabka G. Luboń Wielki,87.6,"19E59'41""","49N39'13""",1942,5.011872336272723,32.0,19.994722,49.653611,POINT (19.994875888888892 49.65363897877473)
Program 1,Rzeszów Sucha Góra,88.0,"21E48'56""","49N45'23""",1942,120.22644346174125,53.0,21.815556,49.756389,POINT (21.815709888888886 49.7564169218806)
Radio Regionalne,Rzeszów Sucha Góra,90.5,"21E48'56""","49N45'23""",1942,120.22644346174125,53.0,21.815556,49.756389,POINT (21.815709888888886 49.7564169218806)
Program 3,Rzeszów Sucha Góra,92.0,"21E48'56""","49N45'23""",1942,120.22644346174125,53.0,21.815556,49.756389,POINT (21.815709888888886 49.7564169218806)
PR I,76-200 Słupsk ul. Koszalińska 1,104.3,"17E00'14""","54N27'12""",1942,2.818382931264454,110.0,17.003889,54.453333,POINT (17.004042888888883 54.45335821329385)
PR IV,"76-200 Słupsk, ul. Koszalińska 1",106.8,"17E00'14""","54N27'12""",1942,5.011872336272723,110.0,17.003889,54.453333,POINT (17.004042888888883 54.45335821329385)
Program 4 - Polskie Radio 24,"76-200 Słupsk, ul. Koszalińska 1",106.8,"17E00'14""","54N27'12""",1942,5.011872336272723,110.0,17.003889,54.453333,POINT (17.004042888888883 54.45335821329385)
Radio Regionalne,Świnoujście ul. Chrobrego,106.3,"14E15'40""","53N55'02""",1942,10.000000000000002,92.0,14.261111,53.917222,POINT (14.261264888888888 53.91724753288304)
Program 1,Świnoujście,107.7,"14E15'40""","53N55'02""",1942,10.000000000000002,92.0,14.261111,53.917222,POINT (14.261264888888888 53.91724753288304)
PR I,"33-388 Gołkowice Dolne, g. Przehyba",88.0,"20E33'26""","49N28'02""",1942,10.000000000000002,65.0,20.557222,49.467222,POINT (20.557375888888892 49.46725008168485)
PR II,"Kisielice, 14-220 Limża",102.7,"19E13'16""","53N36'50""",1942,10.000000000000002,250.0,19.221111,53.613889,POINT (19.221264888888886 53.61391471254941)
PR IV,"33-112 Tarnowiec, Zawada",99.9,"21E00'58""","49N59'05""",1942,2.5118864315095806,72.0,21.016111,49.984722,POINT (21.016264888888887 49.984749795109124)
Radio Regionalne,"33-112 Tarnowiec, Zawada",101.0,"21E00'58""","49N59'05""",1942,10.000000000000002,72.0,21.016111,49.984722,POINT (21.016264888888887 49.984749795109124)
Program 2,Wałbrzych Chełmiec,87.9,"16E12'44""","50N46'45""",1942,5.011872336272723,65.0,16.212222,50.779167,POINT (16.21237588888889 50.77919435003122)
Radio Regionalne,Wałbrzych Chełmiec,95.5,"16E12'44""","50N46'45""",1942,5.011872336272723,48.0,16.212222,50.779167,POINT (16.21237588888889 50.77919435003122)
Radio Regionalne,Wałbrzych Chełmiec,95.5,"16E12'44""","50N46'45""",1942,5.011872336272723,48.0,16.212222,50.779167,POINT (16.21237588888889 50.77919435003122)
Radio Regionalne,PKiN Warszawa Plac Defilad 1,101.0,"21E00'29""","52N13'55""",1942,12.882495516931346,210.0,21.008056,52.231944,POINT (21.00820988888889 52.231970520320125)
Radio Katowice,"43-370 Szczyrk, ul. Skrzyczeńska 15",103.0,"19E01'56""","49N41'07""",1942,10.000000000000002,68.0,19.032222,49.685278,POINT (19.032375888888883 49.685305961256226)
Radio Regionalne,Wisła Skrzyczne,103.0,"19E01'56""","49N41'07""",1942,10.000000000000002,68.0,19.032222,49.685278,POINT (19.032375888888883 49.685305961256226)
Program 1,Ślęża,98.8,"16E42'42""","50N51'55""",1942,120.22644346174125,77.0,16.711667,50.865278,POINT (16.711820888888887 50.86530530141809)
PR III,Ślęża,100.2,"16E42'42""","50N51'55""",1942,120.22644346174125,77.0,16.711667,50.865278,POINT (16.711820888888887 50.86530530141809)
Radio Regionalne,Ślęża,102.3,"16E42'42""","50N51'55""",1942,120.22644346174125,77.0,16.711667,50.865278,POINT (16.711820888888887 50.86530530141809)
Program 2,Wrocław Żurawina,87.7,"17E01'51""","50N59'10""",1942,10.000000000000002,220.0,17.030833,50.986111,POINT (17.030986888888894 50.9861382330816)
miejski - regionalny,"55-020 Żórawina, Aleja Niepodległości 57",89.8,"17E01'51""","50N59'10""",1942,6.025595860743574,220.0,17.030833,50.986111,POINT (17.030986888888894 50.9861382330816)
Program 4 - Polskie Radio 24,"55-020 Żórawina, Aleja Niepodległości 57",107.5,"17E01'51""","50N59'10""",1942,5.011872336272723,220.0,17.030833,50.986111,POINT (17.030986888888894 50.9861382330816)
Program Regionalny,Gubałówka,100.0,"19E56'18""","49N18'30""",1942,10.000000000000002,79.0,19.938333,49.308333,POINT (19.93848688888889 49.30836116913799)
ALEX,Zakopane Góra Kasprowy Wierch,105.2,"19E59'05""","49N13'55""",1942,1.0,10.0,19.984722,49.231944,POINT (19.98487588888889 49.23197221109296)
Radio Regionalne,Zielona Góra Jemiołów,103.0,"15E16'41""","52N20'51""",1942,120.22644346174125,250.0,15.278056,52.3475,POINT (15.278209888888886 52.34752645345971)
Program Regionalny,"Zielona Góra, ul. Kukułcza 1",97.1,"15E29'42""","51N55'38""",1942,1.0,38.0,15.495,51.927222,POINT (15.495153888888888 51.927248696025714)
PR IV,"Białystok, ul. Cieszyńska 3",91.1,"23E09'04""","53N07'39""",1942,0.09999999999999998,75.5,23.151111,53.1275,POINT (23.151264888888885 53.12752599887714)
Radio Regionalne,"Zabrze, ul. Wolności 416",89.3,"18E48'51""","50N17'58""",1942,0.5011872336272722,165.0,18.814167,50.299444,POINT (18.814320888888886 50.29947161953049)
Radio Regionalne,"Zabrze, ul. Wolności 416",89.3,"18E48'51""","50N17'58""",1942,0.5011872336272722,165.0,18.814167,50.299444,POINT (18.814320888888886 50.29947161953049)
Radio Regionalne,"25-520 Kielce, ul. Targowa 18",90.4,"20E36'03""","50N52'35""",1942,0.251188643150958,89.0,20.600833,50.876389,POINT (20.600986888888894 50.87641629514023)
RMF MAXXX-Pomorze,Koszalin Chełmska Góra,99.7,"16E13'42""","54N12'15""",1942,1.0,66.0,16.228333,54.204167,POINT (16.228486888888888 54.204192362151666)
VOX FM,Olsztyn Pieczewo,94.7,"20E31'14""","53N45'13""",1942,0.5011872336272722,102.0,20.520556,53.753611,POINT (20.520709888888888 53.75363662989555)
RMF MAXXX - Poznań,"Poznań, ul. Gdyńska 54",93.5,"16E59'30""","52N26'10""",1942,0.3981071705534972,180.0,16.991667,52.436111,POINT (16.991820888888892 52.43613740210436)
"Radio ZET Gold 97,8","Wrocław, ul. Św. Elżbiety 1",97.8,"17E01'55""","51N06'43""",1942,0.5011872336272722,90.0,17.031944,51.111944,POINT (17.032097888888888 51.111971161767016)
WAWA Wrocław,"Wrocław, ul. Łowiecka 24",105.5,"17E01'30""","51N07'30""",1942,1.9952623149688797,117.0,17.025,51.125,POINT (17.02515388888889 51.12502715435889)
Radio Regionalne,Jagodnik,103.4,"19E29'41""","54N12'28""",1942,0.5011872336272722,75.0,19.494722,54.207778,POINT (19.49487588888889 54.20780335999837)
Radio Regionalne,"Kudowa Zdrój, ul. Góra Parkowa",98.0,"16E15'11""","50N26'45""",1942,0.09999999999999998,40.0,16.253056,50.445833,POINT (16.25320988888889 50.44586053753053)
PR III,Kudowa-Zdrój/Jerzykowice,99.3,"16E15'47""","50N26'02""",1942,0.09999999999999998,45.0,16.263056,50.433889,POINT (16.263209888888884 50.43391654422884)
PR II,Kudowa-Zdrój/Jerzykowice,91.2,"16E15'47""","50N26'02""",1942,0.09999999999999998,45.0,16.263056,50.433889,POINT (16.263209888888884 50.43391654422884)
Radio Regionalne,"Włocławek, ul. Dobrzyńska 26",100.3,"19E05'46""","52N40'22""",1942,1.0,85.0,19.096111,52.672778,POINT (19.09626488888889 52.67280426457996)
Radio Regionalne,komin Machów,90.3,"21E38'33""","50N31'29""",1942,1.0,108.0,21.6425,50.524722,POINT (21.642653888888887 50.52474949325373)
PR II,"ul. Przemysłowa 33, 37-700 Przemyśl",94.1,"22E46'04""","49N46'26""",1942,1.0,58.0,22.767778,49.773889,POINT (22.767931888888885 49.77391691218279)
Radio FAMA Tomaszów,"Tomaszów Mazowiecki, ul. Spalska 103",92.9,"20E02'49""","51N32'53""",1942,1.0,153.0,20.046944,51.548056,POINT (20.04709788888889 51.54808291342313)
Radio Regionalne,"ul. Szosa Zambrowska, Łomża",87.9,"22E45'45""","53N09'46""",1942,0.19952623149688797,71.0,22.7625,53.162778,POINT (22.762653888888888 53.16280397818317)
